relation	concept	shortname-activity	longname-activity
usedfor	screwdriver	remove element	remove water heater elements
usedfor	screwdriver	remove fan	remove a ceiling (paddle) fan for reuse
usedfor	screwdriver	remove garbage disposal	remove a garbage disposal
usedfor	screwdriver	remove hard drive	remove a hard drive
usedfor	screwdriver	remove kitchen sink	remove a kitchen sink
usedfor	screwdriver	remove knock	remove a %22knock out%22 from an electrical box
usedfor	screwdriver	remove screw	fix a stripped screw
usedfor	screwdriver	remove screw	remove a stripped screw
usedfor	screwdriver	remove toilet	remove a toilet
usedfor	screwdriver	remove tube	remove a tube from a tube amp
usedfor	screwdriver	repair power cord	repair a drill power cord
usedfor	screwdriver	repair remote control	repair a remote control
usedfor	screwdriver	replace bathtub	replace a bathtub
usedfor	screwdriver	replace belt	replace drive belt on the kenmore dryer model series 60301 to 70301
usedfor	screwdriver	replace belt	replace drive belt on the kenmore dryer model series 60301 to 70301
usedfor	screwdriver	replace brake	replace a tail, brake or reverse light
usedfor	screwdriver	replace carpet	replace car carpet
usedfor	screwdriver	replace door	replace a door
usedfor	screwdriver	replace fan	replace a ceiling fan
usedfor	screwdriver	replace faucet	replace a bathroom faucet
usedfor	screwdriver	replace flange	replace a toilet flange
usedfor	screwdriver	replace gasket	replace the gasket on a refrigerator door
usedfor	screwdriver	replace light	replace a ceiling light
usedfor	screwdriver	replace lightbulb	replace a microwave lightbulb
usedfor	screwdriver	replace mirror	replace a car%27s side view mirror
usedfor	screwdriver	replace pump	replace a well pump
usedfor	screwdriver	replace radio antenna	replace a power car radio antenna
usedfor	screwdriver	replace rotor	replace brake rotors
usedfor	screwdriver	replace rotor	replace rotors
usedfor	screwdriver	replace screen	replace the screen on a screen door
usedfor	screwdriver	replace seal	replace brake seals on drum brakes
usedfor	screwdriver	replace sliding door	replace a sliding door
usedfor	screwdriver	replace socket	replace a ceiling light socket
usedfor	screwdriver	replace stopper	replace a bathtub drain stopper
usedfor	screwdriver	replace switch	replace a ceiling fan pull chain switch
usedfor	screwdriver	replace water pump	replace a washing machine water pump
usedfor	screwdriver	restore drywall	repair drywall after door knob damage
usedfor	screwdriver	restore faucet	repair faucets
usedfor	screwdriver	reuse hard drive	reuse your old computer hard drives
usedfor	screwdriver	reverse light	replace a tail, brake or reverse light
usedfor	screwdriver	set atomic clock	set skyscan atomic clock
usedfor	screwdriver	set up crib	set up a baby crib
usedfor	screwdriver	sharpen clipper	sharpen hair clippers
usedfor	screwdriver	spray furniture	spray paint furniture
usedfor	screwdriver	start woodworking	get started in woodworking
usedfor	screwdriver	switch door	switch a door from right opening to left opening
usedfor	screwdriver	take governor	take a governor off a club car gas golf cart
usedfor	screwdriver	test ignition coil	test an ignition coil
usedfor	screwdriver	think cube	make people think you can solve rubik%27s cube
usedfor	screwdriver	tile countertop	tile a countertop
usedfor	screwdriver	troubleshoot pump	troubleshoot a windshield washer pump
usedfor	screwdriver	unclog drain	unclog a bathtub drain
usedfor	screwdriver	unclog drain	unclog a shower drain
usedfor	screwdriver	upgrade memory	upgrade the memory in your pc
usedfor	screwdriver	upgrade ram	upgrade a computer%27s ram
usedfor	screwdriver	upgrade ram	upgrade your ram
usedfor	screwdriver	upholster easy chair	upholster an easy chair
usedfor	screwdriver	use cutter	use a laser cutter
usedfor	screwdriver	varnish cupboard	paint varnished cupboards
usedfor	screwdriver	vent stove	vent a stove
usedfor	screwdriver	wallpaper ceiling	wallpaper a ceiling
usedfor	screwdriver	wallpaper room	wallpaper a room
usedfor	screwdriver	wire outlet	wire a 220 outlet
usedfor	screwdriver	wire switch	wire a 3 way switch
usedfor	screwdriver	wire thermostat	wire a thermostat
usedfor	scuba diving	start diving	start scuba diving
usedfor	scuba diving	start diving	start up scuba diving
usedfor	seal	secure envelope	secure an envelope
usedfor	septic tank	live grid	live off the grid
usedfor	sewing kit	create rest	create a palm laptop rest
usedfor	sewing kit	do well exam	do well in a ballet exam
usedfor	sewing kit	make design	make fashion designs
usedfor	sewing kit	make leash	make a cat leash
usedfor	sewing kit	make mouse	make a sock ghost mouse
usedfor	sewing kit	make nook	make a teepee bed nook
usedfor	sewing kit	make tail	make a wearable tail
usedfor	sewing kit	prolong life	prolong the life of curtains
usedfor	sharpie	build bicycle	build an inexpensive electric bicycle
usedfor	sharpie	build pencil case	build a spy video pencil case
usedfor	sharpie	care for rock	care for a newly found pet rock
usedfor	sharpie	create book	create a burn book
usedfor	sharpie	create drawing	create a random abstract drawing
usedfor	sharpie	decorate notebook	decorate a girl%27s diary or notebook
usedfor	sharpie	earn load	earn loads of money
usedfor	sharpie	make bong	make a glass water bong
usedfor	sharpie	make bracelet	make a corset bracelet
usedfor	sharpie	make fire	make a fake fire
usedfor	sharpie	make hen	make a clucking hen from a plastic cup
usedfor	sharpie	make jug	make catfish jugs
usedfor	sharpie	make mask	make a holly golightly sleep mask
usedfor	sharpie	make skin	make a duct tape psp skin
usedfor	sharpie	make tag	make a duct tape luggage tag
usedfor	sharpie	make trick	make a trick or treat basket
usedfor	sharpie	make wallet	make a colored duct tape wallet
usedfor	sharpie	treat basket	make a trick or treat basket
usedfor	sheep	care for lamb	care for a stuffed sheep or lamb
usedfor	shoe	add bling	add bling to baby shoes
usedfor	shoe	crack nut	crack a tough nut in the wilderness
usedfor	shoe	remove smell	remove the smell of cat urine from running shoes
usedfor	shoebox	build trap	build a leprechaun trap
usedfor	shoebox	make bedroom	make a littlest pet shop bedroom
usedfor	shoebox	make box	make a friendship box
usedfor	shoebox	make friend	make a pipe cleaner friend
usedfor	shoebox	make home	make a webkinz home
usedfor	shoebox	make home	make small homes for your mini littlest pet shops
usedfor	shoebox	make hospital	make a pet rock hospital
usedfor	shoebox	rid of earwig	get rid of earwigs
usedfor	shoebox	stuff monkey	make a home for your pet stuffed monkey
usedfor	shower cap	apply oil	apply almond oil to hair
usedfor	shower cap	become permanent	make food dye become permanent in hair
usedfor	shower cap	dye blue	dye hair blue
usedfor	shower cap	dye color	dye your hair an unnatural color
usedfor	shower cap	dye dark	dye your hair dark with natural ingredients
usedfor	shower cap	dye hair	dye your hair with eyeshadow
usedfor	shower cap	grow hair	grow long hair if you are a black female
usedfor	shower cap	make detox	make homemade hair detox
usedfor	shower cap	make mask	make a stimulating hair mask
usedfor	shower cap	make permanent	make food dye become permanent in hair
usedfor	shower cap	manage hair	nourish and manage african american hair
usedfor	shower cap	rid of method	get rid of head lice (mayonnaise method)
usedfor	shower cap	treat hair	treat damaged hair
usedfor	shower cap	wrap hair	wrap your hair
usedfor	ski pole	adjust ski binding	adjust ski bindings
usedfor	sleeping bag	follow etiquette	follow campground etiquette
usedfor	sleeping bag	hike mountain trail	hike a mountain trail for a week
usedfor	sleeping bag	make roll	make a bedding roll
usedfor	sleeping bag	surprise guest	surprise your guest with a %22hotel room%22 in your house
usedfor	sleeping bag	throw party girl	throw a hunger games party (girls)
usedfor	snake	make helper	make a snake shedder helper
usedfor	snake	use plunger	use a plunger
usedfor	soccer ball	coach principle	coach the principles of defense in soccer
usedfor	soccer ball	improve game	improve your game in soccer
usedfor	soccer ball	kick trick	do the rainbow kick soccer trick
usedfor	soccer ball	play game	become a soccer star
usedfor	soccer ball	play game	play your best soccer game
usedfor	soccer ball	play soccer	play football
usedfor	soccer ball	play soccer	play soccer
usedfor	soccer ball	shoot corner	shoot a corner in soccer
usedfor	soccer ball	shoot in soccer	develop shooting in soccer
usedfor	soccer ball	take kick	take a penalty kick in soccer %28football%29
usedfor	soccer ball	take kick	take a penalty kick in soccer (football)
usedfor	soccer ball	take kick	take a pk in soccer
usedfor	soccer ball	trail for soccer	train for soccer during the summer
usedfor	soda bottle	make painting	make a blossom painting using a soda bottle
usedfor	soda can	go pop	make a soda can go %22pop!%22
usedfor	soda can	levitate soda	levitate a soda can full of soda
usedfor	soda can	make boat	make a candle powered boat
usedfor	soda can	make chair	make a doll%27s chair
usedfor	soda can	make pipe	make a pipe from a soda can
usedfor	soda can	make pop	make a soda can go %22pop!%22
usedfor	soda can	make sprinkler	make a soda sprinkler
usedfor	soda can	power boat	make a candle powered boat
usedfor	sofa	stop cat	stop a cat from scratching a leather sofa
usedfor	solar panel	heat pool	install solar panels to heat a pool
usedfor	soup ladle	make soup	make a cleansing soup
usedfor	soup ladle	make soup	make chinese chicken corn soup
usedfor	soup ladle	make soup	make vegetarian hot and sour noodle soup
usedfor	spark plug	remove plug	remove spark plugs on a 2010 dodge grand caravan
usedfor	spatula	bake brownie	bake chocolate brownies
usedfor	spatula	bake cake	bake a black cake
usedfor	spatula	bake cake	bake a feather cake
usedfor	spatula	bake cake	bake a no name cake
usedfor	spatula	bake cake	bake a queens cake
usedfor	spatula	bake cake	bake a rhubarb cake
usedfor	spatula	bake chocolate chip cookie	bake semi sweet chocolate chip cookies
usedfor	spatula	bake cookie	bake cookies on your car dashboard
usedfor	spatula	bake sponge cake	bake an orange sponge cake
usedfor	spatula	blacken fish	blacken fish
usedfor	spatula	clean drum	clean a dryer drum
usedfor	spatula	cook bay scallop	cook bay scallops
usedfor	spatula	cook cabbage	cook chinese style cabbage
usedfor	spatula	cook fiddlehead	cook fiddleheads
usedfor	spatula	cook filet mignon	cook a filet mignon in the oven and pan
usedfor	spatula	cook filet mignon	cook restaurant style filet mignon
usedfor	spatula	cook ham hock	cook ham hocks
usedfor	spatula	cook kohlrabi	cook kohlrabi
usedfor	spatula	cook mushroom	cook mushrooms
usedfor	spatula	cook pepper	cook peppers
usedfor	spatula	cook plantain	cook plantains
usedfor	spatula	cook potato	cook cabbage and potatoes
usedfor	spatula	cook sardine	cook sardines
usedfor	spatula	cook sea bass	cook sea bass
usedfor	spatula	cook spinach	cook spinach quickly
usedfor	spatula	curry style	make elephant foot curry in andhra style
usedfor	spatula	decorate cupcake	decorate cupcakes
usedfor	spatula	decorate sugar cookie	decorate sugar cookies for a baseball party
usedfor	spatula	deglaze pan	deglaze a pan
usedfor	spatula	flatten chicken	flatten chicken
usedfor	spatula	flip omelet	flip an omelet
usedfor	spatula	frost bell pepper	freeze bell peppers
usedfor	spatula	fry rice	make a meat and vegetable fried rice
usedfor	spatula	fry sticker	fry pot stickers
usedfor	spatula	fry tofu	fry tofu
usedfor	spatula	go camping	go canoe camping
usedfor	spatula	go camping	go canoe camping
usedfor	spatula	grill burger	grill burgers
usedfor	spatula	grill meat	grill meat
usedfor	spatula	improve cooking	improve your cooking
usedfor	spatula	make baklava	make almond baklava
usedfor	spatula	make bar	make gluten free no bake peanut butter bars
usedfor	spatula	make bark	chocolate bark
usedfor	spatula	make bark	make chocolate bark
usedfor	spatula	make biscuit	make biscuits without yeast
usedfor	spatula	make biscuit	make gluten free anzac biscuits
usedfor	spatula	make blueberry pie	make a blueberry pie by refrigerating it
usedfor	spatula	make blueberry pie	make a delicious blueberry pie by refrigerating it
usedfor	spatula	make brown	cook hash brown potatoes
usedfor	spatula	make brown	cook hash browns
usedfor	spatula	make brown	make hash browns
usedfor	spatula	make bubble and squeak	make bubble and squeak
usedfor	spatula	make buddy	make muddy buddies
usedfor	spatula	make burrito	make a super healthy breakfast burrito
usedfor	spatula	make burrito	make an egg burrito with green onion and cheese
usedfor	spatula	make butter	make coconut butter
usedfor	spatula	make butter cookie	make easy peanut butter cookies
usedfor	spatula	make butter cookie	make soft peanut butter cookies
usedfor	spatula	make cake	make a baskin robbins ice cream cake
usedfor	spatula	make cake	make a chocolate cookie crust mango mousse cake
usedfor	spatula	make cake	make a fresh cherry cake
usedfor	spatula	make cake	make a heart shaped cake
usedfor	spatula	make cake	make a vegan moist orange cake
usedfor	spatula	make cake	make crab cakes
usedfor	spatula	make cake	make ladysmith cake
usedfor	spatula	make cake	make lime, coconut and almond cake
usedfor	spatula	make cake	make shenandoah apple cake
usedfor	spatula	make candy	make toffee candy
usedfor	spatula	make candy corn	make candy corn
usedfor	spatula	make cannelloni	make vegetarian cannelloni
usedfor	spatula	make caramel	make caramels
usedfor	spatula	make castile soap	make castile soap
usedfor	spatula	make cheesecake	make oreo cheesecake
usedfor	spatula	make cheesecake	make sopapilla cheesecake
usedfor	spatula	make chicken	make crunchy honey garlic chicken
usedfor	spatula	make chiffon cake	make a gluten free chiffon cake
usedfor	spatula	make chili	make breakfast chili
usedfor	spatula	make chocolate chip cookie	make amazing chocolate chip cookies
usedfor	spatula	make chocolate chip cookie	make chocolate chip cookies
usedfor	spatula	make chocolate chip cookie	make chocolate chip cookies (homemade)
usedfor	spatula	make chocolate chip cookie	make great chocolate chip cookies
usedfor	spatula	make chocolate chip cookie	make healthy oatmeal chocolate chip cookies
usedfor	spatula	make chocolate chip cookie	make pumpkin chocolate chip cookies
usedfor	spatula	make chocolate ice cream	make bacon chocolate ice cream
usedfor	spatula	make chutney	make traditional andhra coconut chutney
usedfor	spatula	make coffee	make orange cinnamon coffee
usedfor	spatula	make cookie	make christmas tree cookies
usedfor	spatula	make cookie	make cookies
usedfor	spatula	make cookie	make meringue cookies %28quick and fast%29
usedfor	spatula	make cookie	make nutella cookies
usedfor	spatula	make cookie	make peanut blossom cookies
usedfor	spatula	make cookie	make quick meringue cookies
usedfor	spatula	make cookie	make thumbprint cookies
usedfor	spatula	make cookie	make white chocolate butterscotch chip cookies
usedfor	spatula	make copper sulphate	make copper sulphate in a science lab
usedfor	spatula	make crumpet	make crumpets
usedfor	spatula	make cupcake	make black cat cupcakes for halloween
usedfor	spatula	make cupcake	make peanut butter chocolate chip cupcakes with chocolate icing
usedfor	spatula	make cupcake	make simple vanilla cupcakes
usedfor	spatula	make cupcake	make vanilla cupcakes
usedfor	spatula	make curry	make an egg curry with dried tomatoes in kashmiri style
usedfor	spatula	make curry	make cauliflower curry in kashmiri style
usedfor	spatula	make curry	make elephant foot curry in andhra style
usedfor	spatula	make dip	make onion dip
usedfor	spatula	make dip	make spicy mexican dip
usedfor	spatula	make dog food	make simple gluten free dog food
usedfor	spatula	make egg	cook amazing scrambled eggs! (5 easy steps!!!!)
usedfor	spatula	make egg	make curried eggs on rice
usedfor	spatula	make egg	make flat eggs
usedfor	spatula	make egg	make scrambbled eggs
usedfor	spatula	make egg	make scrambled eggs
usedfor	spatula	make egg	make scrumptious scrambled eggs
usedfor	spatula	make face	make a pancake face
usedfor	spatula	make fool	make a mixed berry fool
usedfor	spatula	make free	make dairy free gluten free chocolate munchies
usedfor	spatula	make fried rice	make a meat and vegetable fried rice
usedfor	spatula	make fudge	make peanut butter marshmallow fudge
usedfor	spatula	make gluten	make a gluten and dairy free marmalade ginger cake
usedfor	spatula	make haystack	make haystacks
usedfor	spatula	make helper	make homemade hamburger helper
usedfor	spatula	make hopper	make hoppers
usedfor	spatula	make hot dog	make bacon wrapped hot dogs
usedfor	spatula	make ice cream	make pumpkin ice cream
usedfor	spatula	make icing	make black icing
usedfor	spatula	make latke	make russet potato latkes
usedfor	spatula	make log	make a cheese log
usedfor	spatula	make lotion	make lotion
usedfor	spatula	make matzo	make matzo brie or fried matzo
usedfor	spatula	make melt	make a tuna melt
usedfor	spatula	make method	make vanilla pancakes (pancake mix method)
usedfor	spatula	make milkshake	make a chocolate mint milkshake
usedfor	spatula	make mushroom	make garlic mushrooms
usedfor	spatula	make nacho	make %22quick %27n easy%22 nachos
usedfor	spatula	make oreo cookie	make homemade oreo cookies
usedfor	spatula	make pan gravy	make pan gravy
usedfor	spatula	make pancake	make american panckakes
usedfor	spatula	make pancake	make banana split pancakes
usedfor	spatula	make pancake	make basic pancakes
usedfor	spatula	make pancake	make bisquick mix pancakes
usedfor	spatula	make pancake	make blackberry pancakes
usedfor	spatula	make pancake	make blueberry pancakes
usedfor	spatula	make pancake	make easy pancakes
usedfor	spatula	make pancake	make good pancakes
usedfor	spatula	make pancake	make pancakes
usedfor	spatula	make pancake	make pancakes (easy)
usedfor	spatula	make pancake	make poorman pancakes
usedfor	spatula	make pancake	make protein pancakes
usedfor	spatula	make pancake	make sourdough pancakes
usedfor	spatula	make pancake	make three egg pancakes
usedfor	spatula	make pancake	make vegan pancakes
usedfor	spatula	make pancake batter	make pancake batter
usedfor	spatula	make papa	make pastel de papa
usedfor	spatula	make parfait	3 ways to make a yogurt parfait
usedfor	spatula	make parfait	make yogurt parfait
usedfor	spatula	make pasta	make an easy bacon and cheese pasta in a pot
usedfor	spatula	make pasta	make creamy avocado pasta
usedfor	spatula	make pastrami	make pastrami
usedfor	spatula	make pate	make walnut pate
usedfor	spatula	make patty	make soy patties
usedfor	spatula	make pie	make a delicious kentucky derby dessert
usedfor	spatula	make pie	make a kentucky derby pie
usedfor	spatula	make pie	make key lime pie
usedfor	spatula	make pie crust	make oreo pie crust
usedfor	spatula	make pig	make pigs in a blanket with cheese
usedfor	spatula	make pizza	make tortilla pizzas
usedfor	spatula	make pork	make stewed pork with brown sauce
usedfor	spatula	make pretzel	make improvised cinnamon pretzels
usedfor	spatula	make product	make a skin care product for seniors
usedfor	spatula	make puppet	make cookie puppets
usedfor	spatula	make quesadilla	make a quesadilla
usedfor	spatula	make quesadilla	make gluten free cheesy spinach quesadillas
usedfor	spatula	make quesadilla	make shrimp quesadillas
usedfor	spatula	make rice	make glorified rice
usedfor	spatula	make rice	make tahaer (kashmiri yellow rice)
usedfor	spatula	make rigatoni	make parmesan rigatoni with chicken in red vodka sauce
usedfor	spatula	make salad	make a spicy mango and tomato salad
usedfor	spatula	make salad	make poke salad
usedfor	spatula	make salad dressing	make salad dressing
usedfor	spatula	make sandwich	make a fried egg sandwich
usedfor	spatula	make sandwich	make a hamburger egg sandwich
usedfor	spatula	make sandwich	make a reuben sandwich
usedfor	spatula	make sandwich	make chocolate chip ice cream sandwiches
usedfor	spatula	make sandwich	make peanut butter french toast sandwiches
usedfor	spatula	make sausage	make braised cider sausages with sauteed apples
usedfor	spatula	make shortcake	make nutella shortcake
usedfor	spatula	make shrimp	make shrimp with chinese lobster sauce
usedfor	spatula	make side	make sunny side up eggs
usedfor	spatula	make side dish	make a ham and cheese breakfast side dish
usedfor	spatula	make slice	make pizza slices
usedfor	spatula	make soak	make a fruit enzyme foot soak
usedfor	spatula	make soap	make baby soap
usedfor	spatula	make soup	make chorizo, potato and kale soup
usedfor	spatula	make soup	make vegan french onion soup
usedfor	spatula	make spring onion	make a crab and spring onion omelette
usedfor	spatula	make stain	make a lip gloss stain
usedfor	spatula	make stick	make cinnamon roll sticks
usedfor	spatula	make stick	make french toast sticks
usedfor	spatula	make sundae	make a caramel sundae
usedfor	spatula	make sundae	make caramel sundae
usedfor	spatula	make tofu	make ma po tofu
usedfor	spatula	make torte	make pumpkin cranberry torte
usedfor	spatula	make vodka	make bacon vodka
usedfor	spatula	make wedge	make potato wedges
usedfor	spatula	make whip	make banana tofu whip
usedfor	spatula	melt chip	melt carob chips
usedfor	spatula	melt chip	melt chocolate chips
usedfor	spatula	remove stain	remove egg stains from fabric
usedfor	spatula	roast coffee bean	roast coffee beans
usedfor	spatula	roast coffee bean	roast your own coffee
usedfor	spatula	screen print	screen print with plastisol ink
usedfor	spatula	select set	select a basic set of kitchen equipment
usedfor	spatula	theme cupcake	make monkey themed cupcakes for your curious george party
usedfor	spatula	use pressure cooker	make a cake using a pressure cooker
usedfor	spatula	wrap hot dog	make bacon wrapped hot dogs
usedfor	spice rack	organize medicine cabinet	organize a medicine cabinet using a spice rack
usedfor	spice rack	stockpile cabinet	stock a spice cabinet
usedfor	spinach	make chicken salad	make grilled chicken salad in a jar
usedfor	spinach	make pizza	make a portobello mushroom based pizza
usedfor	spinach	make rice	make rice with spinach
usedfor	spinach	make salad	make grilled veggie salad in a jar
usedfor	splint	test bunsen burner	test a bunsen burner
usedfor	sponge mop	clean room	clean any room
usedfor	sponge mop	paint brick	paint faux brick
usedfor	sponge mop	wash ceiling	wash a flat ceiling
usedfor	steel drum	steel drum	make trash can steel drums
usedfor	stethoscope	record vital sign	measure and record vital signs during first aid
usedfor	stethoscope	take blood pressure	take a dog%27s blood pressure
usedfor	stethoscope	take blood pressure	take blood pressure manually
usedfor	stirrer	make bar	make nanaimo bars
usedfor	stirrer	make cocktail	make a flay fire cocktail
usedfor	stirrer	make sunrise	make a tequila sunrise
usedfor	stirrer	remove paint	remove paint from concrete
usedfor	stirrer	wash concrete	acid wash concrete
usedfor	storage area	buy staple gun	buy a staple gun
usedfor	storage area	keep garden tool	keep garden tools in great shape
usedfor	storage area	make sloe gin	make sloe gin
usedfor	storage area	organize diaper	organize cloth diapers
usedfor	storage area	start food bank	start a food bank
usedfor	stove	adhere paper	adhere paper to wood
usedfor	stove	apply oil	apply avocado oil
usedfor	stove	boil fish	boil fish
usedfor	stove	boil grain	cook or boil whole grains for horses
usedfor	stove	boil hot dog	boil a hot dog
usedfor	stove	boil hot dog	boil a hotdog
usedfor	stove	boil hot dog	boil hot dogs
usedfor	stove	boil hot dog	make hot dogs
usedfor	stove	boil sweet potato	boil sweet potatoes
usedfor	stove	camp out campground	camp at a campground
usedfor	stove	cook beef	cook beef and onions
usedfor	stove	cook cabbage	cook cabbage
usedfor	stove	cook dessert	cook a peach dessert
usedfor	stove	cook dessert	cook sweet potato and sago dessert
usedfor	stove	cook dinner	cook a skillet dinner
usedfor	stove	cook omelet	cook zipper bag omelets
usedfor	stove	cook rice	cook rice
usedfor	stove	cook scallop	prepare and cook scallops
usedfor	stove	cook soup	cook packet soup
usedfor	stove	cook spinach	cook fresh spinach
usedfor	stove	cook spinach	cook spinach
usedfor	stove	dye bone	dye bone
usedfor	stove	eat egg	eat quail eggs
usedfor	stove	flip pancake	flip a pancake
usedfor	stove	flour meat	flour meat
usedfor	stove	freshen air	freshen the air with spices
usedfor	stove	ice sugar	make icing without icing sugar
usedfor	stove	keep eggs	keep your over easy eggs from getting firm
usedfor	stove	make brownie	make fudge brownies
usedfor	stove	make brownie	make polly%27s fudge brownies
usedfor	stove	make burrito	make a zucchini scrambled egg burrito
usedfor	stove	make butterscotch	*%7emake you own butterscotch%7e*
usedfor	stove	make butterscotch	make homemade butterscotch
usedfor	stove	make cake	make delicious eight hours cake
usedfor	stove	make candy	make hard candies
usedfor	stove	make candy	make hard caramel candies
usedfor	stove	make cheese	make cheese at home
usedfor	stove	make cheese dip	make chunky cheese dip
usedfor	stove	make chocolate	make chocolate with caramel bread
usedfor	stove	make cookie	make no bake cookies
usedfor	stove	make cranberry juice	make fresh cranberry juice
usedfor	stove	make cream	make delicious %27french creams%27
usedfor	stove	make egg	fix scrambled eggs with cheese
usedfor	stove	make egg	make cheesy scrambled eggs
usedfor	stove	make egg	make fluffy scrambled eggs
usedfor	stove	make egg	make framed eggs
usedfor	stove	make egg	make spicy mexican eggs
usedfor	stove	make food	make gel food (for goldfish)
usedfor	stove	make food coloring	make brown food coloring
usedfor	stove	make french fries	make french fries
usedfor	stove	make french fries	make fries
usedfor	stove	make freshener	make your own air freshener
usedfor	stove	make grape jelly	make grape jelly
usedfor	stove	make green tea	make green tea ice tea
usedfor	stove	make green tea	make iced green tea
usedfor	stove	make hand	make wax hands
usedfor	stove	make ice cream	make kulfi (indian milk ice cream)
usedfor	stove	make ice cream	make kulfi (indian milk icecream)
usedfor	stove	make ice cream	make sea salt ice cream from kingdom hearts
usedfor	stove	make ice lolly	make ice lollies
usedfor	stove	make icing	make icing without icing sugar
usedfor	stove	make lip balm	make diy tinted eos lip balm
usedfor	stove	make lip balm	make tinted eos lip balm
usedfor	stove	make lipstick	make homemade nontoxic lipstick from crayons
usedfor	stove	make lotion	make organic lotion
usedfor	stove	make mac	make chili mac
usedfor	stove	make macaroni and cheese	make extra cheesy macaroni and cheese
usedfor	stove	make melt	make a patty melt
usedfor	stove	make mix	make a spice mix
usedfor	stove	make muffin	make non fat blueberry muffins
usedfor	stove	make noodle	make chinese noodles with sauce
usedfor	stove	make oatmeal	make olympic oatmeal
usedfor	stove	make pancake	make scrambled pancakes
usedfor	stove	make pasta	make cheesy pasta
usedfor	stove	make peanut brittle	make peanut brittle
usedfor	stove	make popcorn	make homemade popcorn
usedfor	stove	make popsicle	make cookie dough popsicles
usedfor	stove	make portrait	do a chocolate portrait
usedfor	stove	make portrait	make a chocolate portrait
usedfor	stove	make potato salad	make mom%27s potato salad
usedfor	stove	make reduction	make a balsamic reduction
usedfor	stove	make rice	make steamed rice
usedfor	stove	make rock salt	make rock salt
usedfor	stove	make sandwich	make a spam and cheese sandwich
usedfor	stove	make shampoo	make beer shampoo
usedfor	stove	make slush	make orange lemonade slush
usedfor	stove	make soup	make simple onion soup
usedfor	stove	make soup	make summer berry fruit soup
usedfor	stove	make soup	make tomato and fennel soup
usedfor	stove	make soup	summer berry fruit soup
usedfor	stove	make spaghetti	cook spaghetti
usedfor	stove	make spaghetti	make spaghetti
usedfor	stove	make steak sauce	make steak sauce with beer
usedfor	stove	make sugar syrup	make sugar syrup to sweeten tea
usedfor	stove	make sundae	make a brownie sundae
usedfor	stove	make syrup	make syrup
usedfor	stove	make tea	make an indian tea
usedfor	stove	make tea	make spiced tea
usedfor	stove	make toast	make spicy steak and avocado toast
usedfor	stove	make treatment	make a hot oil treatment for hair
usedfor	stove	make vegetable oil	make vegetable oil
usedfor	stove	make ziti	make baked ziti
usedfor	stove	pasteurize milk	pasteurize milk
usedfor	stove	perm hair	perm an american girl doll%27s hair
usedfor	stove	pickle eggplant	pickle eggplant
usedfor	stove	prepare chicken	prepare chicken for tacos
usedfor	stove	prepare potato	prepare red skin potatoes
usedfor	stove	preserve applesauce	preserve applesauce
usedfor	stove	preserve leaf	preserve fall leaves
usedfor	stove	remove smell	remove onion smell from pans
usedfor	stove	revive paintbrush	revive paintbrushes with vinegar
usedfor	stove	saute shrimp	saute shrimp
usedfor	stove	smoke fish	cook gulai salai ikan khas palembang (smoked fish curry)
usedfor	stove	steam cauliflower	steam cauliflower
usedfor	stove	steam lobster	steam lobster
usedfor	stove	straighten wig	straighten a synthetic wig
usedfor	stove	stuff turkey	make rice dressing
usedfor	stove	stuff turkey	make rice stuffed turkey
usedfor	stove	sweeten tea	make sugar syrup to sweeten tea
usedfor	stove	test acidity	test the acidity of your rain
usedfor	stove	use stone	use hot stones
usedfor	stove	wrap up pipe	wrap pipes for cold weather
usedfor	strainer	boil chicken	boil chicken
usedfor	strainer	brew tea	brew a laxative tea
usedfor	strainer	clean fish bowl	clean a fish bowl
usedfor	strainer	cook bulgur	cook bulgur
usedfor	strainer	cook cauliflower	cook fresh cauliflower
usedfor	strainer	cook green bean	cook fresh green beans
usedfor	strainer	create seed	create good papaya seeds
usedfor	strainer	excerpt juice	extract juice from an onion
usedfor	strainer	ferment apple juice	ferment apple juice
usedfor	strainer	fertilize soil	fertilize soil with eggshells
usedfor	strainer	freshen up salsa	freshen up commercial salsa
usedfor	strainer	kill bug	kill bugs in herb gardens
usedfor	strainer	make ball	make a ball
usedfor	strainer	make bok choy	make crispy seaweed bok choy
usedfor	strainer	make bouillabaisse	make a bouillabaisse
usedfor	strainer	make broccoli	make beef and broccoli
usedfor	strainer	make butter	make butter
usedfor	strainer	make butter	make butter by whipping
usedfor	strainer	make carrot juice	make carrot juice
usedfor	strainer	make cheese	make feta cheese
usedfor	strainer	make cheese	make homemade cheese
usedfor	strainer	make chicken	make sweet and sour chicken
usedfor	strainer	make chili	make vegan chili
usedfor	strainer	make chilling	make a chilling on my carpet cocktail
usedfor	strainer	make chip	make vegan fish and chips
usedfor	strainer	make chow mein	make chow mein
usedfor	strainer	make cider	make hot spiced cranberry cider
usedfor	strainer	make cocktail	make a bitter sweet symphony cocktail
usedfor	strainer	make cocktail	make a blowback cocktail
usedfor	strainer	make cocktail	make a bolero cocktail
usedfor	strainer	make cocktail	make a dancing queen cocktail
usedfor	strainer	make cocktail	make a mandeville cocktail
usedfor	strainer	make cocktail	make a miss belle cocktail
usedfor	strainer	make cocktail	make a ruby relaxer cocktail
usedfor	strainer	make cocktail	make a tequila stinger cocktail
